;sent_index;sent_text;def
402;18215;Синерге́тика (от др.-греч. συν- — приставка со значением совместности и ἔργον «деятельность») — междисциплинарное направление науки, объясняющее образование и самоорганизацию моделей и структур в открытых системах, далеких от термодинамического равновесия.;1
403;18297;Фёдор Ива́нович Бусла́ев (13 [25] апреля 1818, Керенск, Пензенская губерния — 31 июля [12 августа] 1897, Люблино, Московская губерния) — российский лингвист, фольклорист, историк литературы и искусства, глава русской мифологической школы.;1
404;18501;Вопроси́тельный знак (?) — знак препинания, ставится обычно в конце предложения для выражения вопроса или сомнения.;1
405;18523;"Ю́рий Бори́сович Коряко́в (род. 16 января 1976, Ростов-на-Дону, РСФСР, СССР) — российский лингвист, специалист по созданию лингвистических карт и атласов, показывающих географическое распределение языков; карты создаются как для многотомного издания «Языки мира», так и для множества других работ.";1
406;18583;Лингвистика в Союзе Советских Социалистических Республик была представлена множеством школ и направлений, однако позиционировала себя как опирающаяся на единую методологию, которая определялась как марксистско-ленинская и придерживалась представления о том, что «язык представляет собой один из видов общественной деятельности, неразрывно связанный с общественным сознанием» и человеческим общением, имеющий материальную природу и существующий объективно, независимо от его отражения в человеческом сознании.;0
407;18660;Феминати́вы (от лат. femina — «женщина»), феминити́вы или nomina feminina — имена существительные женского рода, которые обозначают женщин, образованы от однокоренных существительных мужского рода, обозначающих мужчин, и являются парными к ним.;1
408;18747;Маскулинность (от лат. masculinus, мужской) — совокупность телесных, психических и поведенческих особенностей (вторичных половых признаков), рассматриваемых как мужские (то есть внешне отличающих мужчину от женщины или самца от самки у животных).;1
409;18758;Ке́мбриджский университет (англ. University of Cambridge, лат. Universitas Cantabrigiensis) — университет Великобритании, один из старейших (второй после Оксфордского) и крупнейших в стране, четвёртый старейший в мире.;1
410;18836;Тиболд, Роберт — английский и американский экономист.;1
411;18837;Ньютон, Исаак — английский математик, физик, философ, астроном.;1
412;18838;Максвелл, Джеймс — английский физик, математик и механик.;1
413;18839;Дарвин, Чарльз — английский натуралист, создатель эволюционной теории.;1
414;18840;Сриниваса Рамануджан — индийский математик.;1
415;18841;Харди, Годфри — английский математик.;1
416;18842;Пенроуз, Роджер — английский математик и физик.;1
417;18843;Хокинг, Стивен — английский физик и популяризатор науки.;1
418;18844;Тейлор, Брук — английский математик.;1
419;18845;Дирак, Поль — швейцарский и английский физик-теоретик.;1
420;18846;Кейнс, Джон — английский экономист, создатель макроэкономической теории.;1
421;18847;Бэкон, Фрэнсис — английский философ, историк и политический деятель.;1
422;18848;Мичелл, Джон — английский священник, геолог и физик;1
423;18849;Когнитивная психология (лат. cognitio «знание») — психология, ориентированная на эксперимент и математическое моделирование мышления.;1
424;18905;Речевое воздействие (англ., нем. : рersuasion) – воздействие на поведение, установки, оценки индивида и/или группы лиц средствами языка.;1
425;18924;Конгруэ́нтность — в языкознании: морфологическая зависимость анафорического местоимения от его антецедента (именной группы), имеющая место при отсутствии синтаксической зависимости.;1
426;18928;Мани́лов — персонаж поэмы Николая Васильевича Гоголя «Мёртвые души».;1
427;18945;Пикабу́ (Pikabu) — русскоязычное информационно-развлекательное сообщество.;1
428;18985;Эпистолярный стиль — стиль речи, используемый при написании писем в частной переписке.;1
429;18995;Поря́дковые числи́тельные — класс имён числительных, обозначающий порядок предметов при счёте.;1
430;19004;Пресуппози́ция (от лат. prae — впереди, перед и suppositio — подкладывание, заклад) (также презу́мпция) в лингвистической семантике — необходимый семантический компонент, обеспечивающий наличие смысла в утверждении.;1
431;19080;Гипотеза лингвистической относительности предполагает, что структура языка влияет на мировосприятие и воззрения его носителей, а также на их когнитивные процессы.;0
432;19334;«Портре́т» — одна из петербургских повестей Николая Гоголя.;1
433;19489;Влади́мир Алекса́ндрович Плунгя́н (род. 13 сентября 1960, Москва) — российский лингвист, специалист в области типологии и грамматической теории, морфологии, корпусной лингвистики, африканистики, поэтики.;1
434;19653;Грамма́тика (др.-греч. γραμματική от γράμμα — «буква») как наука является разделом языкознания (лингвистики), который изучает грамматический строй языка, закономерности построения правильных осмысленных речевых отрезков на этом языке (словоформ, синтагм, предложений, диктем, текстов).;1
435;19768;Лексическое сходство (в лингвистике) — мера того, до какой степени слова двух данных языков лексически сходны.;1
436;19781;Частотность (или относительная частотность) — отношение количества экземпляров данного объекта к полному количеству экземпляров всех объектов в данном множестве.;1
437;19794;"Андрогиния (др.-греч. ἀνήρ, мужчина + др.-греч. γυνή, женщина) — явление, при котором человек проявляет одновременно (необязательно в равной степени) и женские, и мужские качества; психическая андрогинность выявляется по высоким показателям одновременно и по шкалам мужественности (уподобление мужчине) и женственности (уподобление женщине) в полоролевых опросниках; андрогинность во внешнем виде является сочетанием мужских и женских признаков.";1
438;19816;Ко́рень (лат. radix) — осевой, обычно подземный вегетативный орган высших сосудистых растений, обладающий неограниченным ростом в длину и положительным геотропизмом.;1
439;19958;"Рейчел Клэр Херд-Вуд (англ. Rachel Clare Hurd-Wood; род. Rachel Clare Hurd-Wood; род. 17 августа 1990 года, Лондон, Великобритания) — британская актриса и модель.";1
440;19981;Гра́ммар-на́ци (англ. grammar Nazi, от grammar — грамматика и нем. Nazi — нацист) — интернет-мем, ироническое название и самоназвание интернет-сообществ, отличающихся крайне педантичным отношением к вопросам грамотности.;1
441;19991;Реку́рсия — определение, описание, изображение какого-либо объекта или процесса внутри самого этого объекта или процесса, то есть ситуация, когда объект является частью самого себя.;1
442;20070;"Несколько рассказов Станислава Лема посвящены (возможным) казусам при бесконечной рекурсии: рассказ из «Кибериады» о разумной машине, которая обладала достаточным умом и ленью, чтобы для решения поставленной задачи построить себе подобную и поручить решение ей (итогом стала бесконечная рекурсия, когда каждая новая машина строила себе подобную и передавала задание ей); рассказ про Ийона Тихого «Путешествие четырнадцатое» из «Звёздных дневников Ийона Тихого», в котором герой последовательно переходит от статьи о сепульках к статье о сепуляции, оттуда к статье о сепулькариях, в которой снова стоит отсылка к статье «сепульки»:  Нашёл следующие краткие сведения: «СЕПУЛЬКИ — важный элемент цивилизации ардритов (см.) с планеты Энтеропия (см.). См. СЕПУЛЬКАРИИ».";1
443;20074;Я последовал этому совету и прочёл: «СЕПУЛЬКАРИИ — устройства для сепуления (см.)».;1
444;20075;"Я поискал «Сепуление»; там значилось: «СЕПУЛЕНИЕ — занятие ардритов (см.) с планеты Энтеропия (см.). См. СЕПУЛЬКИ».";1
445;20081;«Славяно-арийские веды» — священные тексты нового религиозного движения инглиизма, одного из направлений славянского неоязычества, рассматриваемые адептами движения как переводы древних «славяно-арийских» священных писаний, написанных рунами на золотых пластинах, самая старая часть которых якобы создана 40 тысяч лет назад.;1
446;20479;Фа́була (от лат. fabula — повествование, история) — фактическая сторона повествования, то есть события, факты, случаи, действия, состояния в их причинно-следственной, хронологической последовательности, которые компонуются и оформляются автором в процессе творческой деятельности в сюжете на основе закономерностей, усматриваемых автором в развитии изображаемых явлений.;1
447;20481;Первоначально термин «фабула» имел значение — басня, побасёнка, сказка, то есть произведение определённого жанра.;1
448;20506;Лингвокультурология — это отрасль языкознания, которая изучает отношения между языком и культурными концептами (Sharifian, 2011).;1
449;20524;"«Национальный корпус» (укр. Національний корпус; с 2015 по 2016 год — «Патриот Украины», укр. Патріот України) — украинская политическая партия, созданная 14 октября 2016 года на базе общественной организации «Гражданский корпус „Азов“».";1
450;20540;В лингвистике кóрпус (в данном значении множественное число — кóрпусы, не корпусá) — подобранная и обработанная по определённым правилам совокупность текстов, используемых в качестве базы для исследования языка.;1
451;20561;Ке́тский язы́к — изолированный язык, единственный живой представитель енисейской семьи языков.;1
452;20653;Опу́щенный (также «зашкваренный», «отверженный», «обиженный», «крысятник», «петух», «фуфлыжник», «гребень», «маргаритки», «пинчь», «козёл», «чмо», «попер», «вафлёр», «голубой») — понятие уголовного жаргона, обозначающее человека, занимающего самую низшую ступень в тюремной иерархии, пассивного гомосексуала либо лицо, с которым насильственно совершён гомосексуальный половой контакт, обычно за грубые нарушения норм арестантской этики.;1
453;20748;Михаи́л Никола́евич Задо́рнов (21 июля 1948, Юрмала, Латвийская ССР, СССР — 10 ноября 2017, Москва, Россия) — советский и российский писатель-сатирик, драматург, юморист и актёр.;1
454;21184;"Челове́к разу́мный (лат. Homo sapiens; преимущественно лат. Homo sapiens sapiens) — вид рода Люди (Homo) из семейства гоминид в отряде приматов.";1
455;21409;Эррати́в (от лат. errare в значении «ошибаться») или какогра́фия (от др.-греч. κακός — плохой и γράφω — пишу) — слово или выражение, подвергнутое умышленному искажению носителем языка, владеющим литературной нормой, для придания особого эффекта.;1
456;21421;Том, Дик и Гарри (англ. Tom, Dick and Harry) — экземплификант для обозначения неизвестной личности в англоговорящих странах.;1
457;21479;Дохристианская письменность славян (докириллическая письменность) — письменность (возможно, руническая), якобы существовавшая, по мнению отдельных исследователей, у древних славян до начала их христианизации и до создания глаголицы и кириллицы Кириллом и Мефодием.;1
458;21677;Пареми́я (от греч. παροιμία — поговорка, пословица, притча) — устойчивая фразеологическая единица, представляющая собой целостное предложение дидактического содержания.;1
459;21681;Ли́чность — понятие, выработанное для отображения социальной природы человека, рассмотрения его как субъекта социокультурной жизни, определения его как носителя индивидуального начала, самораскрывающегося в контексте социальных отношений, общения и предметной деятельности.;1
460;21735;Кала́брия — административная область в Италии.;1
461;21817;Ереванский государственный университет языков и социальных наук имени В. Я. Брюсова (арм. Երևանի Վ. Բրյուսովի անվան պետական լեզվահասարակագիտական համալսարան) — государственный университет в Ереване, столице Армении, работающий с 1935 года.;1
462;21869;Трирский университет (нем. Universität Trier) — государственное высшее учебное заведение, первоначально основан в 1473 году и в 1798 году прекратил своё существование.;1
463;21877;Грамма́тика зави́симостей — одна из формальных моделей, разработанных в рамках структурного синтаксиса (наряду с грамматикой составляющих).;1
464;21884;Лексические трансформации - это отклонение при переводе от словарных соответствий, которое заключается в замене отдельных лексических единиц исходного языка на лексические единицы переводного языка, не являющиеся их эквивалентами.;1
465;21923;"Обобщающее слово — это слово при однородных членах предложения, называющее родовое понятие (общее), по отношению к которому однородные члены предложения являются видовыми понятиями (частными); или называющее целое, по отношению к которому однородные члены обозначают части.";1
466;21935;Достопримеча́тельность — место, вещь или объект, заслуживающие особого внимания, знаменитые или замечательные чем-либо, например, являющиеся историческим наследием, художественной ценностью.;1
467;21958;"Оле́г Никола́евич Трубачёв (23 октября 1930, Сталинград — 9 марта 2002, Москва) — советский и российский лингвист-славист, исследователь этимологии славянских языков и славянской ономастики; специалист в области сравнительно-исторического языкознания, лексикограф.";1
468;22196;Университет КАЗГЮУ имени М.С. Нарикбаева (ранее — Каза́хский гуманита́рный юриди́́ческий университет) —  высшее учебное заведение, расположенное в г. Нур-Султан и созданное в 1994 году.;1
469;22233;«Синтакси́ческие структу́ры» (англ. Syntactic Structures) — лингвистическая работа, выпущенная Н. Хомским в 1957 году.;1
470;22253;Болга́рский язы́к (български език) — язык болгар, относящийся к южной подгруппе славянской группы индоевропейской языковой семьи.;1
471;22368;Ге́ндер — спектр характеристик, относящихся к маскулинности и фемининности.;1
472;22433;«Мыслить как преступник» (англ. Criminal Minds) — американский телесериал о работе команды следователей ФБР из Отдела анализа поведения, которые используют многолетний опыт работы, знания в области психологии и статистику по ранее раскрытым делам, чтобы поймать преступника, предугадав его следующий шаг.;1
473;22683;Индоари́йские мигра́ции — гипотетические доисторические миграции индоевропейцев в Индию, где они осели на северо-западе этого субконтинента (территория современного Пакистана) и далее распространялись по всей северной части Индии.;1
474;22767;Стэ́нфордский университе́т, также Ста́нфордский университет — частный исследовательский университет в США, один из самых авторитетных и рейтинговых в США и в мире.;1
475;22818;Карасик Владимир Ильич (род. 15 мая 1953, Волгоград) — российский лингвист, доктор филологических наук (1993), профессор Государственного института русского языка им. А. С. Пушкина, является специалистом в области аксиологической лингвистики, лингвокультурологии и теории дискурса, автор более 300 научных трудов и ряда монографий по теме прагматики, теории коммуникации, лингвокультурологии.;1
476;22848;Су́ржик (от названия суржик — «хлеб из муки смеси разных видов зерна, например, пшеницы и ржи») — идиом (разговорный язык), включающий элементы украинского и русского языков, распространённый на Украине, а также в соседствующих с ней областях России и в Молдавии.;1
477;22907;Небинарная гендерная идентичность (небинарный гендер) — спектр гендерных идентичностей, отличных от бинарного мужского и женского гендера.;1
478;22968;"Бигендерность — небинарная гендерная идентичность, при которой у личности присутствуют две разные гендерные идентичности (одновременно или попеременно); тригендерность — три идентичности; полигендерность (англ. polygender, от др.-греч. πολύς — «многочисленный»; синонимы: омнигендерность и пангендерность) — множество гендерных идентичностей (обычно четыре и более).";1
479;23187;SAT Reasoning Test (а также «Scholastic Aptitude Test» и «Scholastic Assessment Test», дословно «Академический оценочный тест») — стандартизованный тест для приема в высшие учебные заведения в США.;1
480;23408;Ритори́ческий вопро́с — риторическая фигура, представляющая собой вопрос, ответ на который не требуется или не ожидается в силу его крайней очевидности для задающего вопрос, но так как в русском языке риторические вопросы в письменном и устном виде ничем не выделены и могут быть приняты за простой вопрос, то читающий такой вопрос или услышавший может дать ответ, ведь это всё же остаётся вопросом и противоречия в этом нет.;1
481;23428;Молоко́ — питательная жидкость, вырабатываемая молочными железами самок млекопитающих во время лактации.;1
482;23805;Концепт в филологии — это содержательная сторона словесного знака, за которой стоит понятие, относящееся к умственной, духовной или материальной сфере существования человека, закреплённое в общественном опыте народа, имеющее в его жизни исторические корни, социально и субъективно осмысляемое и — через ступень такого осмысления — соотносимое с другими понятиями, ближайше с ним связанными или, во многих случаях, ему противопоставляемыми.;1
483;23873;«Охота» (англ. Manhunt) — американский сериал-антология в жанре криминальной драмы на основе реальных событий.;1
484;23882;Влади́мир Андре́евич Успе́нский (27 ноября 1930, Москва — 27 июня 2018, там же) — советский и российский математик, лингвист, публицист, популяризатор науки.;1
485;24042;Э́да Моисе́евна Берего́вская (11 ноября 1929, Киев — 17 марта 2011, Москва) — российский романист, специалист в области французской стилистики и методики преподавания французского языка, автор нескольких школьных учебников французского языка.;1
486;24144;А́леф — первая буква еврейского алфавита.;1
487;24169;Англи́йский язык (самоназвание — English, the English language) — язык англо-фризской подгруппы западной группы германской ветви индоевропейской языковой семьи.;1
488;24196;Кокни (Cockney) — термин для ряда исторических диалектов районов и ремесленных цехов Лондона Скауз (Scouse);1
489;24324;Транс-женщина, трансгендерная женщина (англ. trans woman, transgender woman) — женщина, у которой при рождении был определён мужской пол.;1
490;24363;"Бенеде́тто Кро́че (итал. Benedetto Croce; 25 февраля 1866 года — 20 ноября 1952 года) — итальянский интеллектуал, атеист, критик, философ, политик, историк.";1
491;24391;Кроче — представитель итальянского идеализма, выросшего из «неаполитанской» версии гегельянства XIX в.;1
492;24475;Де́ятельность — сознательное активное взаимодействие субъекта (разумного существа) с объектом (окружающей действительностью), во время которого субъект целенаправленно воздействует на объект, удовлетворяя какие-либо свои потребности, достигая цели.;1
493;24507;Фотожа́ба, также жаба — вид или жанр сетевого творчества, юмористическая разновидность фотомонтажа, сленговое название результата такой творческой переработки участниками форума, блога, имиджборда или другого ресурса некоего изображения с помощью растрового или векторного графического редактора, в результате которой изображение выглядит смешным.;1
494;24521;Арго́ (от фр. argot) — язык какой-либо социально замкнутой группы лиц, характеризующийся специфичностью используемой лексики, своеобразием её употребления, но не имеющий собственной фонетической и грамматической системы.;1
495;24541;Этноло́гия (греч. ἔθνος «народ» + λόγος «учение, наука») — наука, изучающая этнические процессы, под которыми понимаются разнообразные аспекты жизнедеятельности этносов, а также других этнических общностей.;1
496;24582;Изменённые состояния сознания (ИСС) — качественные изменения в субъективных переживаниях или психологическом функционировании от определённых генерализованных для данного субъекта норм, рефлексируемые самим человеком или отмечаемые наблюдателями (классическое определение Арнольда Людвига).;1
497;24649;Макросемья́ — структурная единица в лингвистике, включающая в себя несколько семей языков.;1
498;24657;Анато́лий Ю́рьевич Москви́н (род. 1 сентября 1966 года, Горький, СССР) — российский краевед-некрополист, лингвист-полиглот, переводчик, журналист и составитель словарей.;1
499;24739;Таксоно́мия (от др.-греч. τάξις — строй, порядок и νόμος — закон) — учение о принципах и практике классификации и систематизации сложноорганизованных иерархически соотносящихся сущностей.;1
500;24751;Основная задача биологической таксономии — создание иерархической системы соподчинённых рангов, которое служит для построения естественной классификации организмов.;1
501;24752;Сленг (англ. slang) — набор слов или новых значений существующих слов, употребляемых в различных группах.;1
502;24759;Б. Гриноуen и Дж. Л. Киттриджen охарактеризовали сленг следующим образом: «сленг — язык-бродяга, который слоняется в окрестностях литературной речи и постоянно старается пробить себе дорогу в самое изысканное общество».;1
503;24767;Лингвисты выделяют так называемое «новое просторечие» («общий сленг»), которое представляет собой обширную группу нестандартных лексико-фразеологических единиц, постоянно пополняющихся за счёт различных социолектов.;1
504;24772;Международная олимпиада по лингвистике (МОЛ, англ. International Linguistics Olympiad, IOL) — ежегодное соревнование по теоретической, математической и прикладной лингвистике среди школьников.;1
505;2;Это наука о естественном человеческом языке вообще и обо всех языках мира как его индивидуализированных представителях.;0
506;3;В широком смысле слова лингвистика подразделяется на научную и практическую.;0
507;4;Чаще всего под лингвистикой подразумевается именно научная лингвистика.;0
508;5;Лингвистика связана с семиотикой как наукой о знаковых системах.;0
509;6;Лингвистикой профессионально занимаются учёные-лингвисты.;0
510;7;Лингвистика изучает не только существующие (существовавшие или возможные в будущем) языки, но и человеческий язык вообще.;0
511;8;"Язык не дан лингвисту в прямом наблюдении; непосредственно наблюдаемы лишь факты речи, или языковые явления, то есть речевые акты носителей живого языка вместе с их результатами (текстами) или языковой материал (ограниченное число письменных текстов на мёртвом языке, которым уже никто не пользуется в качестве основного средства общения).";0
512;9;"Лингвистика включает наблюдение; регистрацию и описание фактов речи; выдвижение гипотез для объяснения этих фактов; формулировку гипотез в виде теорий и моделей, описывающих язык; их экспериментальную проверку и опровержение; прогнозирование речевого поведения.";0
513;10;Объяснение фактов бывает внутренним (через языковые же факты) либо внешним (через факты физиологические, психологические, логические или социальные).;0
514;11;"Кибернетические модели языка проверяются тем, насколько похоже они имитируют человеческую речь; адекватность описаний мёртвых языков проверяется в ходе раскопок, когда археологи обнаруживают новые тексты на древних языках.";0
515;14;Опора на рефлексию для получения языковых данных называется интроспекцией.;0
516;16;Теоретическая лингвистика исследует языковые законы и формулирует их как теории.;0
517;19;Частью общей лингвистики является лингвистическая типология, сопоставляющая разные языки безотносительно к степени их родства и делающая выводы о Языке вообще.;0
518;21;В ней выделяются разделы либо по отдельному языку (например, русистика, японистика), либо по группе родственных языков (например, славистика, романистика, тюркология), либо по культурному ареалу, в который входят географически и/или типологически близкие языки (например, балканистика, кавказоведение).;0
519;22;Прикладные сферы языкознания издавна отличались широким разнообразием.;0
520;23;Наиболее древние из них — письмо (графика), методика обучения родному и неродному языкам, лексикография.;0
521;24;В дальнейшем появились перевод, дешифровка, орфография, транслитерация, разработка терминологии.;0
522;26;Практическая лингвистика, в отличие от научной, охватывает такие виды ненаучной деятельности, как обучение детей родному языку, изучение иностранного языка, перевод, преподавание родного и иностранного языка, литературное редактирование, корректура, практическая логопедия, восстановительное обучение речи, бытовое и художественное словотворчество, деловое и техническое изобретение товарных марок (см.номенклатура), научное терминотворчество, языковая политика, создание новых письменностей и обучение грамоте, лингвоконструирование.;0
523;27;Большинство этих видов деятельности, подобно научной лингвистике, требуют некоторого таланта и некоторого уровня специальной профессиональной подготовки.;0
524;h_8;Каждому из направлений практической лингвистики соответствует его отражение в сфере научной лингвистики.;0
525;28;Так, перевод изучается переводоведением, преподавание родного языка в школе — методикой родного языка, преподавание иностранных языков — лингводидактикой, лингвоконструирование — интерлингвистикой и т. п.;0
526;h_9;Эмпирическая лингвистика добывает языковые данные тремя путями:  Методом интроспекции, на котором основана интроспективная лингвистика.;0
527;31;"В неё включаются в частности: полевая лингвистика, работающая с носителями говоров, которыми лингвист не владеет; инструментальная лингвистика, использующая приборы, в том числе звукозаписывающую технику; нейролингвистика, ставящая эксперименты непосредственно с человеческим мозгом.";0
528;35;Одноязычная лингвистика (в более старой терминологии — описательная лингвистика) ограничивается описанием одного языка, но может выделять внутри него разные языковые подсистемы и изучать отношения сходств и различий между ними.;0
529;36;"Так, диахроническая лингвистика сопоставляет разные временны́е срезы в истории языка, выявляя утери и новации; диалектология сопоставляет его территориальные варианты, выявляя их отличительные черты; стилистика сопоставляет различные функциональные разновидности языка, фиксируя сходства и различия между ними и т. п.";0
530;37;"Она включает в себя: компаративистику (в узком смысле), или сравнительно-историческое языкознание, изучающую отношения между родственными языками; контактологию и ареальную лингвистику (ареалогию), изучающую взаимодействие соседних языков; сопоставительную (контрастивную, конфронтативную) лингвистику, изучающую сходства и различия языков (независимо от их родства и соседства).";0
