sent_index;sent_text;def
t_21;В ней выделяются разделы либо по отдельному языку (например, русистика, японистика), либо по группе родственных языков (например, славистика, романистика, тюркология), либо по культурному ареалу, в который входят географически и/или типологически близкие языки (например, балканистика, кавказоведение).;0
t_22;Прикладные сферы языкознания издавна отличались широким разнообразием.;0
t_23;Наиболее древние из них — письмо (графика), методика обучения родному и неродному языкам, лексикография.;0
t_24;В дальнейшем появились перевод, дешифровка, орфография, транслитерация, разработка терминологии.;0
t_26;Практическая лингвистика, в отличие от научной, охватывает такие виды ненаучной деятельности, как обучение детей родному языку, изучение иностранного языка, перевод, преподавание родного и иностранного языка, литературное редактирование, корректура, практическая логопедия, восстановительное обучение речи, бытовое и художественное словотворчество, деловое и техническое изобретение товарных марок (см.номенклатура), научное терминотворчество, языковая политика, создание новых письменностей и обучение грамоте, лингвоконструирование.;0
t_27;Большинство этих видов деятельности, подобно научной лингвистике, требуют некоторого таланта и некоторого уровня специальной профессиональной подготовки.Каждому из направлений практической лингвистики соответствует его отражение в сфере научной лингвистики.;0
t_28;Так, перевод изучается переводоведением, преподавание родного языка в школе — методикой родного языка, преподавание иностранных языков — лингводидактикой, лингвоконструирование — интерлингвистикой и т. п.    Эмпирическая лингвистика добывает языковые данные тремя путями:  Методом интроспекции, на котором основана интроспективная лингвистика.;0
t_31;"В неё включаются в частности: полевая лингвистика, работающая с носителями говоров, которыми лингвист не владеет; инструментальная лингвистика, использующая приборы, в том числе звукозаписывающую технику; нейролингвистика, ставящая эксперименты непосредственно с человеческим мозгом.";0
t_35;Одноязычная лингвистика (в более старой терминологии — описательная лингвистика) ограничивается описанием одного языка, но может выделять внутри него разные языковые подсистемы и изучать отношения сходств и различий между ними.;0
t_36;"Так, диахроническая лингвистика сопоставляет разные временны́е срезы в истории языка, выявляя утери и новации; диалектология сопоставляет его территориальные варианты, выявляя их отличительные черты; стилистика сопоставляет различные функциональные разновидности языка, фиксируя сходства и различия между ними и т. п.";0
t_37;"Она включает в себя: компаративистику (в узком смысле), или сравнительно-историческое языкознание, изучающую отношения между родственными языками; контактологию и ареальную лингвистику (ареалогию), изучающую взаимодействие соседних языков; сопоставительную (контрастивную, конфронтативную) лингвистику, изучающую сходства и различия языков (независимо от их родства и соседства).";0
t_39;Этот раздел лингвистики может описывать хронологический срез языка в определённую историческую эпоху, при жизни одного поколения (синхроническая лингвистика изучает язык как систему, ставит перед собой задачи установить принципы, лежащие в основе любой из систем, взятой в данный момент), (иногда также называется «синхронной»), или изучать сам процесс изменения языка при его передаче от поколения к поколению (историческая лингвистика, иногда также называемая «диахронной» или «диахронической»).;0
t_44;Внутренняя лингвистика (в другой терминологии — структурная лингвистика) от этой социальной обусловленности отвлекается, рассматривая язык как однородный код.;0
t_45;Лингвистика языка изучает язык как код, то есть систему объективно существующих социально закреплённых знаков и правил их употребления и сочетаемости.;0
t_46;Лингвистика речи изучает речевую деятельность, то есть процессы говорения и понимания, протекающие во времени (динамический аспект речи — предмет теории речевой деятельности), вместе с их результатами — речевыми произведениями (статический аспект речи — предмет лингвистики текста).;0
t_48;"Статическая лингвистика изучает состояния языка (в том числе состояние языковой способности индивида — владение языком), а динамическая лингвистика — процессы (изменение языка во времени; возрастные фазы языковой способности: формирование речевой способности, овладение языком, забывание языка).";0
t_49;В составе лингвистики выделяют разделы в соответствии с разными сторонами её предмета.;0
t_50;Так, фонетика и графика изучают «воспринимаемую» (слухом или зрением) сторону языковых знаков («план выражения»), а семантика — напротив, их «смысловую» (понимаемую и переводимую) сторону («план содержания»).;0
t_51;Лексикология изучает индивидуальные свойства отдельных слов, а грамматика — общие правила комбинации отдельных языковых единиц, их употребления и понимания.;0
t_54;На стыке лингвистики со смежными областями знания возник ряд пограничных дисциплин.;0
t_96;Метаязык лингвистики имеет свою специфику: в него входят лингвистические термины, имена языков и языковых группировок, системы специального письма (транскрипции и транслитерации) и др.;0
t_98;До XIX века наука о языке была предписывающей (нормативной), стремясь не описать живой язык, на котором говорят, а дать правила, по которым «следует» говорить (и писать).;0
t_101;Изучением кальки занимаются лингвистика, лексикология и переводоведение.;0
t_102;Кальки возникают как реакция носителей языка на резкое увеличение числа внедряющихся в обиход и науку прямых заимствований иноязычных слов — в разные исторические периоды разных: в России последовательно голландского, французского, затем немецкого, ныне английского языков.;0
t_103;В некоторых языках (например, исландском и китайском) калькирование — практически единственный способ ассимиляции иноязычной лексики.;0
t_104;"Лингвисты различают следующие виды кальки:  словообразовательные кальки; семантические кальки; фразеологические (синтаксические) кальки; полукальки; ложные кальки.";0
t_105;Калька обычно не ощущается как заимствованное слово, так как составлена из морфем своего языка.;0
t_106;Поэтому реальное происхождение таких слов зачастую оказывается неожиданным для человека, впервые его узнающего.;0
t_108;"Примеры словообразовательной кальки в русском языке:  с греческого: χρονογράφος — летописец; ὀρθοδοξία — православие; с латинского: dativus — дательный (падеж); intramuscularis — внутримышечный; с немецкого: Vorstellung — представление; Halbinsel — полуостров; Menschlichkeit — человечность; с французского: departement — отделение; concentrer — сосредоточить; impression — впечатление; influence — влияние; с английского: skyscraper — небоскрёб; semiconductor — полупроводник.";0
t_121;Например, в слове «трудоголик» (от англ. workaholic) калькирована только первая часть слова, в слове «антитело» (от фр. anticorps) — только вторая.;0
t_124;Термин ложная калька применяют к заимствованиям в результате ложно истолкованной морфолого-семантической структуры иноязычного слова.;0
t_130;Намеренное насаждение кальки (особенно словообразовательной) чревато нелепостями.;0
t_139;Нередко при переводе составных терминов словообразовательная калька — дословный перевод каждой составляющей термина — применяется неопытными переводчиками вместо правильного смыслового перевода термина целиком, что приводит к ошибкам.;0
t_147;Также «семантикой» может обозначаться сам круг значений некоторого класса языковых единиц (например, «семантика глаголов движения»).;0
t_148;Семантические проблемы ставились и обсуждались философской мыслью уже в глубокой древности.;0
t_150;Но все эти проблемы обсуждались вне связи с разработкой собственно лингвистических дисциплин, например, грамматики.;0
t_151;В плане же собственно лингвистическом до XIX века включительно лишь одна дисциплина — этимология — затрагивала проблемы семантики, поскольку, разъясняя образование одних слов от других, она была вынуждена и регистрировать, и разъяснять изменения значений слов.;0
t_154;Сам термин «семантика» был введён французским лингвистом Бреалем.;0
t_157;Теория семантического анализа направлена на решение задач, связанных с возможностью понимания смысла фразы и подачей запроса поисковой системе в необходимой форме.;0
t_158;В дальнейшем разработка семантики в конце XIX — начале XX веков проводилась почти исключительно представителями различных психологических направлений в лингвистике, пытавшихся найти в закономерностях, протекающих в индивидуальном сознании «психических процессов», основу закономерностей семантических изменений (развёрнутые построения у Вундта, Розвадовского, Мартинака, Яберга и др.).;0
t_159;В 1910—1920-х годах семантика привлекает значительно большее внимание.;0
t_160;"Лингвисты XIX и XX веков почти не касаются вопроса определения самого значения слова, предоставляя решение этого вопроса философам и психологам и удовлетворяясь отождествлением значения слова или с называемым им предметом, или с воспроизведением этого предмета в сознании говорящего — с представлением; особенно распространённым являлось последнее определение значения слова, повторяемое тогда как в популярных введениях в языковедение, так и в специальных трудах по семантике (Эрдманн, Нюроп).";0
t_165;Имеет несколько функций.;0
t_166;Продуктивен в словообразовании, создает производные слова, эвфемизмы и дериваты.;0
t_167;"В современной форме существует с XV века; неоднократно появляется в литературе и других культурных контекстах вплоть до современности.";0
t_168;Публичное использование в качестве вульгаризма может быть наказуемо в судебном порядке.;0
t_169;"Слово встречается также и в других языках, в славянских: белорусском, болгарском, македонском, русском, сербско-хорватском, словацком, украинском, чешском; неславянских: венгерском, румынском, литовском, албанском.";0
t_170;"Словарь ругательств и ненормативной лексики Мацея Гроховского приводит следующие значения слова курва: проститутка; женщина, охотно вступающая в половые отношения с любым партнером; женщина — с выражением презрения и злости; лицо, которое делает что-то, что оценивается негативно с моральной точки зрения; а также ругательство.";0
t_171;Анджей Баньковский добавляет значение эмфатической частицы, используемой для усиления выражений.;0
t_172;Кроме того, словарь приводит многочисленные фразеологизмы, такие как kurwa mać, kurwa kurwie łba nie urwie, kurwa męska, do kurwy nędzy, rzucać kurwami.;0
t_173;«Словарь реального польского языка» (Słownik polszczyzny rzeczywistej) лодзинского лингвиста Петра Фонки приводит 47 коммуникативных функций слова курва, таких как восторг, неодобрение, угроза, гнев, презрение, разрядка напряжения, а также слово-вставка.;0
t_174;Имеет несколько эвфемизмов, например, kurna, kurna chata, kurna Olek, kuźwa, а также анаграмма rukwa ćma.;0
t_175;Иногда используется только первая буква, как, например, в стихотворении Юлиана Тувима «Zwariowany alfabet»: «Bo jeśli nawet żona Pe została Ka i jest dziś w Be (…)».;0
t_176;Самый важный слог, который является основой при создании эвфемизмов слова курва, — это kur-: kurczę pieczone, kurka wodna, kurde и т. д. Аналогичный с точки зрения фонетики слог — kurz, отсюда, например, kurza twarz, kurza melodia.;0
t_177;Другой эвфемический прием — оставить начальный и конечный слоги и изменить середину слова: karwa, kuwa.;0
t_178;Кроме того, чтобы облегчить произнесение, слово может даваться в псевдоанглийском правописании: curwa.;0
t_179;Существуют многочисленные неосемантизмы, содержащие звуки, которые напоминают об исходном слове: morwa, bulwa.;0
t_181;Ругательство kurwa mać!;0
t_182;имеет меньше эвфемизмов, однако и в этом случае они основаны на фонетических образах или искажениях, например, murwa kać, также встречаются схоже звучащие выражения, например, urwał nać.;0
t_183;Производными словами являются, в частности, kurwiątko (уменьшительное), kurwiszcze, kurwiszon, kurwowaty, kurwić się, wkurwić się, skurwysyn, kurwica, kurwiki.;0
t_184;Дериватом является слово biurwa, означающее, согласно словарю PWN, некомпетентную или грубую женщину-клерка, а по Гроховскому — женщину неразборчивую с точки зрения секса.;0
t_185;В рассказе Станислава Лема «Как Эрг Самовозбудитель бледнотика победил» из сборника «Сказки роботов» (1964) появляется слово «Аврук!» — слово «курва», записанное наоборот, которое является боевым криком рода селектритов.;0
t_186;Слово используется в качестве:  прямого обращения — ty jesteś kurwa слова-вставки — byłem, kurwa, wczoraj… ругательства — o, kurwa оскорбления — ty stara kurwo общего выражения разочарования — kurwa!;0
t_187;подчеркивания негативного психического состояния, например, нервозности — no i co ty, kurwa, robisz основного значения слова — ta laska to zwykła kurwa.Так объясняет употребление слова «kurwa» лингвист Ежи Бралчик: «Брошенное в эфир слово освобождает нас от размышлений.;0
t_188;Выкрикнем и уже чувствуем какое-то облегчение, потому что не нужно уже создавать более продуманную мысль.;0
t_189;Хватит одного нервного … „kurwa“».;0
t_190;С точки зрения социолингвистики слово «kurwa» является системным вульгаризмом, существующим с учётом своих выразительных особенностей, независимо от смысла и контекста, в котором оно появляется.;0
t_191;Этот тип ненормативной лексики нарушает определённые культурные конвенции, действующие в обществе.;0
t_192;Слово является как вульгаризмом, так и ругательством.;0
t_193;В предложении выполняет, чаще всего, экспрессивную функцию: может выражать удивление: o, kurwa, pierwsze słyszę!, восхищение: o kurwa, ale nogi!, гнев: o kurwa, aleś narozrabiał или ненависть: Ta kurwa znowu mnie oblała!.;0
t_194;Слово происходит из праславянского языка и восстанавливается как *kury с наиболее вероятным значением «курица», в родительном падеже имеет вид *kurъve.;0
t_195;Согласно профессору Валеры Писареку, слово происходит от *kurъ в значении «петух», а его использование в отношении похотливой женщины возникло по аналогии с поведением петуха.;0
t_196;В словаре церковно-славянского языка Миклошича содержится слово кѹръва и кѹрьва в значении «meretrix» (то есть «проститутка, блудница»).;0
t_197;В этимологическом словаре Фасмера слово засвидетельствовано в церковно-славянском языке сербского извода.;0
t_198;Уже во времена существования праславянского языка вторым значением этого слова было «женщина лёгкого поведения».;0
t_199;В нынешнем виде это слово зафиксировано на польском языке в XV веке.;0
t_200;Збигнев Голомб с Виктором Мартыновым сопоставляет слово с греческим κύριος — «могущественный, господин» и староиндийским śṻra — «сильный, герой», авестийским sūra ts.;0
t_201;Все эти формы — из праиндоевропейского *K’euH — «набухать, раздуваться», в связи с этим *kury (*kourūs) могло просто означать «зрелая, взрослая женщина».;0
t_202;В словаре Славского это слово в диалектах 1415 года значило также «пустой участок пашни, не засеянный по невнимательности или небрежности».;0
t_203;По этимологии, предложенной Анджеем Баньковским, это слово первоначально означало незамужнюю женщину и стало вульгаризмом после появления слова kurew (сохранившихся в выражении kurwie macierze syn), означающего сына незамужней матери, сына неизвестного отца.;0
t_204;С XVI века слово функционировало в качестве вульгаризма, у него существовало несколько производных, например, kurewnik.;0
t_205;Ложным является убеждение, что слово происходит от латинского curvus — «кривой».;0
t_206;Веслав Борысь в «Этимологическом словаре польского языка» утверждает, что любые попытки поиска аналогов слова в индоевропейских языках являются необоснованными.;0
t_207;Баньковский отмечает существование слова в венгерских, румынских, албанских и литовских диалектах.;0
t_208;Согласно словарю Славского, невозможно вывести этимологии от германских слов *horion и *hora (в настоящее время die Hure) из-за звуковых сложностей, в то же время были предположения, что это немецкое слово происходит от kurwa, которое должно было бы быть сокращением от *kuropatva.;0
t_209;Известно, что ещё римляне в обиходе употребляли слово «курва», используя его в качестве когномена (родового прозвища).;0
t_210;На Руси это слово впервые появляется в берестяной грамоте № 531 начала XIII века, которая была найдена в Новгороде Великом.;0
t_211;Грамота содержит просьбу некой Анны к брату о справедливости для себя и своей дочери.;0
t_212;Женщина жалуется брату, что некий Коснятин обвинил её в злоупотреблении (вероятно, финансовом) и назвал её «курвой», а её дочь — «блядью»: «назовало еси сьтроу коровою и доцере блядею».;0
t_213;"Слово kurwa было оскорбительным уже в старопольском языке; встречалось в судебном письме при описании споров.";0
t_214;Польские средневековые судебные роты фиксируют, например, выражение «Csom uczynił Pawłowi, to za jego początkiem, kiedy mi zadawał kurwie macierze syny, a na jegom dom nie biegał».;0
t_215;Одну из старейших польских пословиц («Kto nie ma kurwy w swym rodzie, tedy to zmaż») в качестве пометки употребил в 30-х годах XVI века неизвестный читатель на экземпляре трактата Аристотеля «De anima».;0
t_216;В литературе «kurwa» появляется в период эпохи Возрождения: в частности, во фрашке Яна Кохановского «Na matematyka»:  Слово также появляется у Николая Рея: «Nie masz tak zamku s twardego żelaza / By przezeń kurwa s kotką nie wylazła».;0
t_217;В период барокко слово появляется у Яна Морштына, написавшего стихотворение о любовницах магната, которые должны были покинуть двор «Precz kurwom z Zamościa».;0
t_218;Слово kurwa появляется в шуточной литературе, в переводе Ян из Кошице в произведении «Rozmowy, które miał król Salomon mądry z Marchołtem grubym a sprośnym» (1521).;0
t_219;Мархолт и царь Соломон используют в разговоре вульгаризмы, в том числе слово kurwa: «Zaiste to była kurwa, która porodziła takiego syna».;0
t_220;"Среди произведений романтизма, слово можно найти в творчестве Юлиуша Словацкого; в «Zawiszy Czarnym» один из оппонентов задает другому следующий вопрос: — «Jak on cię pozna, k…, to odpędzi».";0
t_221;Часто цитируется высказывание Юзефа Пилсудского о поляках: «Naród wspaniały tylko ludzie kurwy».;0
t_222;Тот же Пилсудский на вопрос о программе его партии, по словам Александра Скшиньского, в цитате Матвея Ратая ответил «Bić kurwy i złodziei».;0
t_223;В защиту слова kurwa, а также других вульгаризмов выступил Мельхиор Ванькович в фельетоне «Czy tylko sarmackość?».;0
t_224;Ванькович насмехается над Зофьей Коссак-Шуцкой, которая в воспоминаниях из концлагеря заменила слово «kurwa» на «kulfon».;0
t_225;Прокомментировал это словами: «Бедная kurwa!;0
t_226;За столько лет верного служения языку!».;0
t_227;В период ПНР слово редко появлялось в СМИ и литературных произведениях из-за деятельности цензуры, которая оценивала ругательства как «аморально».;0
t_228;Во времена средневековья существовали также другие слова, обозначающие проститутку: wyleganica, murwa, kortyzanka, małpa, nęta, przechodka, klępa, larwa, suka.;0
t_229;Производное слово murwa существовало ещё в XVIII и XIX.. Самуил Линде в «Словаре польского языка» зафиксировал выражение: «Kto nie ma w swoim rodzie siostry murwy, a brata złodzieja, zmaż ten rym».;0
t_230;Согласно лингвисту Петру Фонке, это самый популярный польский вульгаризм, появляющийся в 40 % польских ругательств.;0
t_231;Профессор Мацей Гроховский, автор словаря ругательств и ненормативной лексики, считает, что самым популярным ругательством в польском языке является kurwa mać!, так как оно короткое и звучное.;0
t_232;Профессор Валеры Писарек приписывает экспрессию слова согласной r в середине, и считает, что заменой kurwa может быть, например, слово milliard.;0
t_233;Так же считает профессор Ежи Бралчик, указывая на звуки /k/, /r/ и /w/, обеспечивающие слову убедительное звучание.;0
t_234;Профессор Ян Мёдек заметил, что слово часто однозначно ассоциируется с Польшей и в подтверждение этому приводит услышанную фразу «La Pologne, kurwa, kurwa».;0
t_243;Дорота Масловская весьма охотно пользуется вульгаризмами для выражения эмоций героев в своем дебютном романе «Польско-русская война под бело-красным флагом» (2002), где звучали, в частности, такие слова, как: «Wtedy mówi parę razy: kurwa i ja pierdolę, chujoza i gówno».;0
t_244;В фильме «Секс-миссия» (1983) режиссёра Юлиуша Махульского kurwa mać была паролем, включающим лифт.;0
t_245;В фильме «Псы» режиссёра Владислава Пасиковского (1992), снятого уже после отмены цензуры, когда можно было свободно пользоваться ругательствами, слово kurwa произносится 55 раз, и это самое частое ругательство в этом фильме.;0
t_246;"Слово используется в творчестве кабаре; в интернете известна сценка в исполнении Тадеуша Квинта, пародирующая лекции профессора Мёдека об этом слове в «Подвале под Баранами»: «kiedy się człowiek potknie lub skaleczy, woła: o, kurwa!».";0
t_247;Обилие употребления слова kurwa в фильме «Псы» прокомментировал кабаре Grupa Rafała Kmity в скетче, в котором во время съемок сцен в сиквеле фильма «Псы 3» говорится: «Слишком мало kurwa!, kurwa!».;0
t_248;Слово также иногда используют политики.;0
t_249;Спикер Сейма Юзеф Зых во время пленарных заседаний в августе 1997 года, не подозревая, что микрофон включен, обратился к коллеге: «No, stary, ale co mi tu, kurwa, przynosisz?».;0
t_250;В 2003 году депутат от партии «Самооборона» Рената Бегер в интервью, рассказывая о своей сексуальности, произнесла: «Kolega twierdzi nawet, że mam kurwiki w oczach».;0
t_251;Профессор Ежи Бралчик прокомментировал это словами: «Это призыв к определённому сексуальному поведению.;0
t_252;Больше подходит для обочины дороги, чем Сейма».;0
t_253;"В соответствии с кодексом правонарушений, использование слова «kurwa», как и других оскорблений, наказывается в судебном порядке на основании статьи 141 об использовании неприличных слов в общественных местах; в 2017 году штраф 100 злотых за использование этого слова во время Польского Вудстока заплатил Ежи Овсяк.";0
t_254;Слово «kurwa» является ярчайшим примером прогрессивного роста использования ненормативной лексики, отражающегося в данных Национального корпуса языка польского.;0
t_255;Магдалена Хондзлик-Дудка нашла в нём целых 11 743 упоминания этого слова (по данным 2014 года) и показала бурную тенденцию роста (особенно после 1990 года), что, по её мнению, означает, что оно стало важной частью ежедневного общения поляков.;0
t_261;Объектом когнитивной лингвистики является язык как механизм познания.;0
t_262;"Возникновение когнитивной лингвистики было обусловлено не только историей языкознания, но и — в более широкой перспективе — развитием когнитивных исследований и становлением так называемой когнитивной науки (англ. cognitive science; в публикациях на русском языке встречаются также термины когнитология и когитология).";0
t_263;Официальное «рождение» когнитивной лингвистики приурочивают к Международному лингвистическому симпозиуму, состоявшемуся весной 1989 г. в Дуйсбурге (Германия) и ставшему одновременно Первой международной конференцией по когнитивной лингвистике.;0
t_264;Участниками симпозиума была создана Международная ассоциация когнитивной лингвистики (англ. International Cognitive Linguistics Association), основан журнал Cognitive Linguistics и задумана серия монографий Cognitive Linguistics Research, в которой впоследствии публиковались труды выдающихся представителей этого направления.;0
t_266;Однако по существу когнитивная лингвистика возникла раньше, и конец 1980-х гг. — это период не зарождения её, а расцвета, время выхода в свет многочисленных работ, выполненных в духе соответствующей идеологии. В когнитивной лингвистике мы видим новый этап изучения сложных отношений языка и мышления, проблемы, в значительной степени характерной именно для отечественного теоретического языкознания.;0
t_268;Начало такому изучению положили нейрофизиологи, врачи, психологи (П.Брока, К.Вернике, И. М. Сеченов, В. М. Бехтерев, И. П. Павлов и др.).;0
t_269;На базе нейрофизиологии возникла нейролингвистика (Л. С. Выготский, А. Р. Лурия).;0
t_270;Стало ясным, что языковая деятельность протекает в мозге человека, что разные виды языковой деятельности (освоение языка, слушание, говорение, чтение, письмо и др.);0
t_271;связаны с разными отделами головного мозга.Следующим этапом развития проблемы соотношения языка и мышления стала психолингвистика, в рамках которой изучались процессы порождения и восприятия речи, процессы изучения языка как системы знаков, хранящейся в сознании человека, соотношение системы языка и её использования, функционирования (американские психолингвисты Ч.Осгуд, Т.Себеок, Дж.;0
t_274;Таким образом, когнитивная лингвистика как самостоятельная область современной лингвистической науки, выделилась из когнитивной науки.;0
t_275;При этом отличие когнитивной лингвистики от других когнитивных наук заключается именно в её материале — она исследует сознание на материале языка (другие когнитивные науки исследуют сознание на своем материале), а также в её методах — она исследует когнитивные процессы, делает выводы о типах ментальных репрезентаций в сознании человека на основе применения к языку имеющихся в распоряжении лингвистики собственно лингвистических методов анализа с последующей когнитивной интерпретацией результатов исследования.;0
t_276;Можно говорить, по крайней мере, о следующих направлениях в когнитивной лингвистике, которые определились на сегодняшний день (называем типичных представителей данных направлений): культурологическое — исследование концептов как элементов культуры в опоре на данные разных наук.;0
t_277;"Такие исследования обычно де-факто междисциплинарны, не связаны исключительно с лингвистикой, хотя могут выполняться и лингвистами (что и позволяет рассматривать данный подход в рамках когнитивной лингвистики); язык в этом случае выступает лишь как один из источников знаний о концептах (например, для описания концепта используются данные об этимологии слова, называющего этот концепт); лингвокультурологическое — исследование названных языковыми единицами концептов как элементов национальной лингвокультуры в их связи с национальными ценностями и национальными особенностями этой культуры: направление «от языка к культуре»; логическое — анализ концептов логическими методами вне прямой зависимости от их языковой формы; семантико-когнитивное — исследование лексической и грамматической семантики языка как средства доступа к содержанию концептов, как средства их моделирования от семантики языка к концептосфере; философско-семиотическое — исследуются когнитивные основы знаковости.";0
